Genes,R1_6,R1_21,R2_12,R2_17,R1_9,R2_3,R1_11,R1_17,R1_1,R2_9,R1_15,R1_22,R2_10,R1_16,R2_14,R1_20,R1_18,R1_19,R1_4,R1_2,R1_10,R1_12,R2_16,R2_13,R1_5,R1_7,R2_15,R2_18,R2_5,R2_1,R1_14,R2_2,R2_6,R1_3,R2_7,R2_8,R1_24,R1_8,R2_4,R1_23,R1_13,R2_11
MEG_3623|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,325,1935,36699,474,636,1091,3025,1254,1402,22409,2756,1003,1627,3777,898,4187,990,0,442,578,1289,1720,326,1245,1985,733,1578,1332,844,2320,1328,2791,0,0,2654,345209,470,426,259,376,548,1439
MEG_1163|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,113,0,0,0,0,0,0,0,0
MEG_2992|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,2567,26393,0,152,820,534,32,186,13699,60,167,28408,24,3771,57,238,4675,0,109453,4113,2386,104,81,271,6348,2936,245,7057,693,10099,42737,47740,2817,12177,53,223,126089,1187,43840,23912,8294,38
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,0,50,572,0,26,58,0,92,62,300,46,31,25,155,41,74,50,0,0,26,0,61,0,41,0,0,66,0,0,0,49,0,0,0,0,84,0,0,0,0,0,134
MEG_781|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,115,0,0,0,0,62,61,72,0,171,0,217,0,149,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,66,0,0,0,0,0,0
MEG_7083|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,1088,1751,61586,6295,1448,3610,2345,2951,1870,7282,2822,2004,16146,3918,7432,4341,1255,0,672,922,2100,1857,91323,3446,891,1365,91750,4565,2543,2372,3656,4521,918,80,2816,7362,753,582,321,1246,595,32484
MEG_159|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,573,0,102,0,0,13,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,24,0,0,0,0,0,0
MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,597,939,4217,4362,722,1641,432,1949,573,1386,570,1208,6980,1004,4063,916,356,0,1537,389,762,403,6560,6454,272,1610,3372,2817,1236,1450,1824,1144,1447,194,583,1673,1423,527,645,409,105,4123
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,206,240,5305,59,112,147,474,171,208,3826,383,204,270,572,99,645,194,0,69,67,211,247,47,173,325,143,237,189,147,251,204,499,0,0,665,47019,94,67,23,33,92,149
MEG_811|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,111,215,829,68,99,290,179,146,145,567,155,438,1121,309,37,575,110,0,38,152,50,249,187,41,352,81,544,0,157,579,226,459,140,39,170,732,93,55,133,164,46,268
MEG_5984|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
MEG_1826|Drugs|betalactams|Class_C_betalactamases|CMY,22,0,0,0,0,0,15,0,0,62,10,0,0,0,0,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2929,0,0,0,0,0,0
MEG_2861|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,1867,441,0,78,1534,253,53,135,1240,24,94,22199,20,226,62,155,113,0,383,3756,763,399,0,0,664,908,0,525,694,1233,663,1445,0,4539,48,0,582,665,434,14929,3334,46
MEG_319|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,44,0,0,82,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,228,0,0,0,0,0,0,0,32,0,0,14,0
MEG_3092|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,1593,2064,823,340,1611,3778,1405,1756,886,774,1042,4503,1490,3139,1850,3712,725,0,352,1494,952,2566,1359,1528,3099,1272,562,597,3092,10301,1724,4833,1025,1066,1643,484,985,1392,1566,4664,1905,1529
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,82,258,4613,48,141,163,418,187,164,2291,338,146,233,585,150,731,153,0,47,88,104,305,45,208,156,41,184,0,138,228,236,168,57,14,353,40504,84,108,0,56,88,209
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,134,279,5973,62,124,202,465,228,252,3610,432,154,263,613,143,751,143,0,92,97,235,271,39,195,372,0,266,0,164,337,218,408,0,0,432,54851,61,54,0,69,117,246
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,748,2593,55022,664,904,1581,4958,1786,1787,37796,3615,1530,2678,5362,1326,6463,1456,0,630,762,2399,2627,484,1828,1685,812,2630,1558,1213,3422,1862,2886,0,116,4246,506536,671,544,330,486,851,2063
MEG_4080|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRC,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,523,3317,2382,8520,1574,2586,4333,4660,1804,2999,4701,2512,5447,5276,2619,6857,2529,0,885,1349,1807,3209,1771,4826,2055,1776,951,3164,3203,4974,3451,5378,1896,64,3050,6002,1332,575,763,497,534,3498
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,40,0,0,0,0,0,0,0,0,0,0,0
MEG_7091|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,9310,57128,690,853,5723,9769,276,4415,57869,168,860,134963,196,5030,772,3672,21359,0,56987,43071,41234,1141,1058,1192,100983,57756,1805,836,7384,40722,32104,66286,52315,73813,621,417,63322,15364,215651,220257,52817,968
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,221,345,52,661,266,266,715,513,1109,422,612,389,0,443,56,981,376,0,95,371,468,380,0,226,424,404,0,453,501,651,391,657,753,105,554,475,224,461,107,86,84,126
MEG_1006|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,3421,2691,8796,462,1503,3313,1552,2173,4795,4381,1680,49607,3985,2683,2220,3558,1243,0,87619,15489,5066,1235,4672,7522,62097,8065,5192,774,2875,21708,54643,10377,13692,262,5253,2803,87743,636,972,1694,496,8902
MEG_3947|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,321,1693,29979,340,620,1158,2802,1340,1344,18981,2493,1091,1488,3741,801,4245,722,0,401,539,1573,1615,306,1152,1760,585,1411,0,755,2118,1269,2501,0,92,2159,272357,409,363,266,372,585,1355
MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,68,122,1717,202,50,73,48,97,229,91,59,72,71,15,171,26,0,43,51,360,38,0,21,172,50,16,403,340,274,137,254,372,0,514,115,38,38,26,0,0,16
MEG_234|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,27,0,0,0,0,0,0,0,30,0,44,0,0,0,0,0,0,0,0,0,0,0,0,24,0,44,0,0,0,0,0,0,0,0,0,0,0
MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,927,879,637,258,828,1665,819,1162,563,607,684,2835,958,2239,1510,2217,433,0,207,1122,513,2223,924,1018,806,674,437,404,1124,2716,1166,1942,455,779,1238,350,507,417,593,2281,1796,1060
MEG_908|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,109,109,0,0,213,256,44,210,56,0,50,527,22,183,0,403,51,0,32,129,241,260,0,13,112,171,0,0,251,701,232,365,0,62,0,0,176,71,146,118,93,15
MEG_2997|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,23,0,0,423,24,0,7,0,0,16,6,0,0,0,43,0,0,0,0,0,0,0,0,0,81,0,0,111,212,0,0,0,0,0,0,0,0,20,23,0,0
MEG_361|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,9,11,0,0,20,17,0,17,15,0,0,20,8,20,0,46,0,0,8,16,0,23,0,0,14,10,0,0,21,47,19,43,0,0,0,0,7,0,14,21,0,0
MEG_421|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0
MEG_4085|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRE,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4770|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,14,0,0,24,0,0,123,0,0,0,0,197,0,207,0,87,0,0,0,108,132,0,0,0,506,68,562,0,0,0,0,153,64,836,104,28,0
MEG_929|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,528,435,748,102,486,791,393,537,402,698,318,3816,1119,1061,939,1384,246,0,87,573,435,822,508,803,548,571,192,97,657,1821,696,1316,337,39,2431,649,386,161,313,407,163,628
MEG_1324|Drugs|betalactams|Class_A_betalactamases|BLAZ,122,14,0,0,12,0,0,0,22,0,0,518,115,62,0,0,103,0,116,96,0,0,0,20,0,52,0,24,12,133,50,1432,0,0,0,0,121,0,395,56,0,0
MEG_7062|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,149,188,64,195,314,373,223,233,201,313,316,194,1303,522,0,1202,82,0,49,144,275,614,0,50,267,154,64,729,468,1293,430,423,564,22,65,95,88,108,240,263,128,83
MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,6746,27180,7196,45307,8613,16777,24603,26240,16904,25825,20109,24286,9752,26431,16558,39272,23343,0,2381,10127,11265,18625,4257,33340,7991,7421,5478,30417,14177,15085,20801,14776,3500,2340,20717,29309,3830,4095,2897,9445,6588,19442
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6530|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|SMET,0,0,0,0,46,0,93,0,152,0,0,0,0,0,0,0,0,0,0,118,0,146,0,0,0,0,0,0,0,219,62,89,0,81,0,118,0,198,46,61,0,0
MEG_274|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,122,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,20,0,0,0,0,0,0,66,0,0,0,0,0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1622,1771,4754,15544,2170,3966,796,4383,1293,2197,1066,2428,5020,2197,10863,1985,888,0,5895,872,1744,498,18707,18391,684,4769,9148,7798,3600,2863,5600,3265,4051,424,1596,1804,5619,1762,3992,1171,222,9581
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,69,463,6198,174,170,385,511,250,299,3122,571,399,279,894,132,1272,223,0,204,96,261,265,60,271,776,365,219,0,374,1297,383,847,0,0,501,55557,157,143,92,78,64,237
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,234,2308,46299,897,730,1538,3133,1455,1787,22475,3271,1350,2157,3950,1032,5193,941,0,462,498,842,1931,394,1550,1865,778,1334,1287,982,2588,1713,2914,0,0,2908,309116,514,501,248,347,602,1688
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,262,0,55,0,34,0,31,104,43,0,0,52,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1589,0,0,0,0,0,0
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,284,1087,0,0,0,0,0,0,0,798,0,0,0,0
MEG_5836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,134,100,10,0,297,131,56,89,226,16,53,159,25,184,0,493,57,0,53,74,249,454,0,0,356,230,9,0,310,637,239,503,145,14,19,13,342,79,103,171,10,22
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,139,1131,19105,340,436,929,2447,1053,860,11897,1798,761,1317,2975,528,2988,783,0,310,353,1606,1458,165,810,1229,710,851,0,537,1959,1017,1795,0,27,1363,130070,377,277,179,249,638,919
MEG_4988|Drugs|betalactams|Class_D_betalactamases|OXA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_959|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,553,380,656,83,434,721,334,373,380,502,311,4457,693,863,765,1106,210,0,105,497,510,824,436,474,468,385,143,90,542,1642,530,1049,368,19,1590,387,273,150,261,422,105,551
MEG_7686|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,1907,498,0,73,469,268,0,108,712,54,150,538,83,260,75,107,5063,0,11859,425,2282,0,140,254,12088,1703,128,5352,420,5357,7848,2632,1788,12170,0,56,13643,810,32199,30669,9198,77
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,0,0,423,0,0,0,0,0,0,254,77,0,35,76,0,107,0,0,0,0,0,73,0,0,0,0,66,0,549,0,49,0,0,0,46,7051,0,0,0,0,0,0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,1179,0,1248,0,563,119,172,103,64,663,112,0,0,0,0,365,0,0,554,0,0,0,0,84,2346,0,0,0,125,1961,141,0,0,49,0,16335,406,0,0,0,0,86
MEG_967|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,562,464,667,111,536,836,439,548,399,696,325,4106,1141,1089,1009,1345,276,0,104,583,434,992,581,756,534,582,218,136,717,1839,710,1412,319,43,2480,669,351,190,331,505,141,758
MEG_3093|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2574|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,210,47,258,170,87,176,101,134,58,159,78,135,41,139,33,241,42,0,84,81,68,88,252,209,132,97,407,301,230,199,226,262,273,0,30,108,43,44,68,39,12,909
MEG_1354|Drugs|betalactams|Class_A_betalactamases|BLAZ,192,64,0,0,66,36,0,16,43,0,13,687,144,145,0,0,877,0,705,139,293,0,0,0,146,218,0,0,46,426,304,3076,370,165,0,0,402,190,4172,287,81,0
MEG_4427|Drugs|betalactams|Class_D_betalactamases|OXA,82,98,98,0,141,31,0,0,65,184,0,0,0,228,0,170,0,0,0,0,0,0,0,0,278,0,29,0,219,509,62,1119,0,0,72,73,48,25,108,302,0,0
MEG_1080|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,102,5912,0,79,136,0,0,61,7457,174,95,0,212,0,339,66,0,0,0,0,180,2428,145,0,0,8983,0,0,0,0,0,0,0,0,145,0,74,0,0,0,497
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,96,371,4614,0,98,254,635,222,203,3962,388,217,415,699,154,787,236,0,96,122,348,335,47,238,183,128,233,0,177,361,300,399,0,0,201,57669,96,81,0,0,130,209
MEG_2042|Metals|Copper_resistance|Copper_resistance_protein|COPB,0,0,0,0,228,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,211,0,0,0,0
MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR,0,0,0,0,359,275,0,0,0,0,0,0,0,275,0,428,177,0,0,0,0,644,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,1243,165,126,0,0
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,0,303,5930,0,155,235,426,230,219,3555,399,240,335,666,142,807,150,0,94,79,343,265,55,220,367,114,256,364,186,232,295,518,0,35,332,55914,95,58,59,191,310,157
MEG_2931|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,195,330,921,40,363,363,114,186,92,571,189,251,0,546,223,575,63,0,0,93,0,412,1105,31,289,180,3156,0,360,887,284,906,0,0,0,168,114,179,180,386,58,381
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,159,662,8894,189,223,579,1293,563,473,6092,1028,431,506,1528,287,1862,331,0,135,185,178,911,101,496,491,225,383,0,291,975,599,868,0,0,1166,88754,227,160,83,128,218,593
MEG_1325|Drugs|betalactams|Class_A_betalactamases|BLAZ,96,44,0,0,107,35,0,48,37,0,0,171,0,138,0,0,1673,0,1292,71,389,0,0,0,206,407,0,0,78,664,548,3156,500,337,0,0,711,460,9139,541,183,0
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,6646,4394,21984,2289,3283,2999,1785,2583,2604,6819,1562,16243,3537,3530,10960,4448,678,0,1129,4825,2745,1924,31474,5552,5121,3270,33423,3076,4939,13878,4005,10094,2737,9641,3301,3615,2619,1175,1368,37342,13488,19116
MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,290,644,1157,5118,520,680,435,947,643,1019,660,872,1195,806,847,977,378,0,285,285,1243,424,1779,3204,276,676,1641,2259,767,1096,890,1454,1236,21,663,1169,259,128,138,126,93,1948
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,48,45,17,0,0,26,78,28,0,16,22,30,52,25,0,23,17,0,36,0,0,42,0,0,0,0,0,0,0,76,0,0,0,0,15,49,0,0,0,11,10,0
MEG_3599|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS,72,0,225,0,0,37,0,63,70,130,0,65,181,44,62,28,0,0,0,0,215,0,338,80,0,1262,51,0,0,0,0,0,0,0,0,140,0,0,0,0,0,43
MEG_3667|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,14,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,24,0,0
MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2671,12045,6851,43938,7139,13910,11297,19827,7989,11333,9778,13012,7482,14629,17286,22726,10637,0,2427,5123,7872,7146,8160,31754,6707,11291,6541,28863,15466,13732,14227,15065,6873,159,10673,18157,3379,3474,2598,1692,1356,18344
MEG_1126|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,142,0,0,0,34,0,0,0,0,0,0,8,0,0,0
MEG_789|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,122,234,1049,37,130,254,229,167,157,856,209,552,1484,375,40,647,99,0,65,154,83,311,248,46,239,118,746,0,199,793,223,579,133,50,242,880,103,103,166,193,68,429
MEG_1380|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0
MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB,2118,2101,15242,1731,544,1451,1078,1258,566,2011,778,1500,1122,1748,6118,1472,222,0,501,670,569,533,28932,1568,1539,642,32988,2791,1301,5722,1299,4153,2186,219,369,2796,1084,1207,668,746,156,15819
MEG_5843|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,65,141,23,0,142,333,37,163,129,0,85,490,17,232,0,713,41,0,29,136,25,95,5,0,145,139,0,0,406,809,315,637,120,24,25,0,92,37,197,207,27,20
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,73,621,10560,110,255,361,1058,438,467,6793,717,306,545,1287,317,1451,331,0,152,178,396,521,109,475,478,206,523,0,271,597,429,940,0,14,781,111684,231,86,70,102,185,418
MEG_7037|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,195,1144,0,45,0,288,0,149,606,241,125,399,311,0,597,0,0,66,0,0,207,0,50,166,0,70,0,0,283,150,373,0,0,188,14796,53,28,0,0,53,119
MEG_7031|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,1994,1976,17088,2289,4799,941,7462,2752,2492,1209,3259,1912,4335,7568,4291,3685,0,1093,1448,1956,0,4555,11469,1686,6251,3152,9465,5244,4651,5418,5275,0,0,1940,1973,870,0,785,0,0,8525
MEG_533|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7241|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,1255,2368,10414,1294,1559,1441,2020,1038,1356,8249,1739,1713,245,2687,112,5876,1010,0,315,749,1730,2081,476,518,4599,1146,6181,0,3586,8691,2448,12800,3758,136,5435,3867,763,618,1527,3004,270,911
MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,2212,0,0,0,0,0,0,197,0,0,23,35,48,11,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
MEG_3004|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6847|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7174|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,921,4245,1358,23182,2192,4540,5606,8762,2570,4423,3929,3397,2389,4679,3347,7240,3960,0,610,1678,2297,4376,1170,6580,1647,2576,1909,12401,4944,2430,4056,3023,1004,253,3607,4988,771,773,544,924,1321,4424
MEG_5095|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,47,0,0,0,0,0,0,345,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,26,19,0,0,0,0
MEG_1762|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,52,0,47,44,0,51,39,102,18,27,82,44,67,67,0,0,0,30,0,32,215,142,0,0,39,0,41,63,28,0,0,0,0,0,0,0,0,0,0,167
MEG_6698|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_305|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,20,11,0,17,0,17,0,0,0,0,0,0,0,0,96,0,0,0,0,263,0,0,0,335,0,0,0,0,0,151,0,0
MEG_4313|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,2210,2248,2992,1084,2705,4364,1196,2938,2019,1831,1516,13023,3810,4974,5434,6019,1112,0,599,2842,1937,2814,4629,3915,2668,2571,1467,989,4024,11412,4006,6831,707,411,4524,1308,1599,1050,1632,2856,525,4044
MEG_960|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,281,209,335,47,241,418,212,271,153,313,172,1413,491,482,442,546,118,0,61,221,207,490,199,329,220,305,67,0,197,841,289,571,87,21,1139,256,148,76,144,175,79,320
MEG_2522|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,12,36,41,0,55,27,22,27,35,0,30,26,0,56,0,110,0,0,10,0,0,53,0,0,59,24,5,0,34,107,77,64,0,0,19,0,21,46,15,48,0,0
MEG_3915|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI,825,0,0,0,0,0,0,0,876,0,495,0,0,533,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
